item_id,title,creator,date,collection,material,technique,worktype,description,location,detail_url,image_url,local_image_path,raw_metadata
180,Circles,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),paintings (visual works),"Oil pastel drawing showing a background of blues and yellows, with a yellow crescent moon, behind a lot of circles done in maroon, gray, and blue. Above the circles is a sort of abstract white shape, similar to some kind of bird. It has accents of maroon and blue. The drawing utilizes different colo","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/180/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:180/full/730,/0/default.jpg",margo_data/images/0180.jpg,"{""title"": ""Circles"", ""titlea"": ""الدوائر"", ""titleb"": ""Cercles"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Oil pastel drawing showing a background of blues and yellows, with a yellow crescent moon, behind a lot of circles done in maroon, gray, and blue. Above the circles is a sort of abstract white shape, similar to some kind of bird. It has accents of maroon and blue. The drawing utilizes different coloring and hatching styles of oil pastel, lending it a unique texture."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""30 cm x 42.2 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Circles"", ""og:description"": ""Oil pastel drawing showing a background of blues and yellows, with a yellow crescent moon, behind a lot of circles done in maroon, gray, and blue. Above the circles is a sort of abstract white shape, similar to some kind of bird. It has accents of maroon and blue. The drawing utilizes different coloring and hatching styles of oil pastel, lending it a unique texture."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:180/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/180/"", ""og:type"": ""website""}"
181,Four faces,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),drawings (visual works),"Oil pastel drawings of forced faces spread out like playing cards, barely covering one another. They start from the right, and all are looking to the left at a side profile. They share the same features, but different colors. All the faces are blue but have different accents of oranges, greens, and ","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/181/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:181/full/730,/0/default.jpg",margo_data/images/0181.jpg,"{""title"": ""Four faces"", ""titlea"": ""أربعة وجوه"", ""titleb"": ""Quatre visages"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Oil pastel drawings of forced faces spread out like playing cards, barely covering one another. They start from the right, and all are looking to the left at a side profile. They share the same features, but different colors. All the faces are blue but have different accents of oranges, greens, and grey tones. The eyes are empty except for the third face, which has a wide pupil. The faces do not display any emotion, just a robot-like slight smile."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""23.3 cm x 33.5 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Four faces"", ""og:description"": ""Oil pastel drawings of forced faces spread out like playing cards, barely covering one another. They start from the right, and all are looking to the left at a side profile. They share the same features, but different colors. All the faces are blue but have different accents of oranges, greens, and grey tones. The eyes are empty except for the third face, which has a wide pupil. The faces do not display any emotion, just a robot-like slight smile."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:181/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/181/"", ""og:type"": ""website""}"
182,Watercolor tarboosh gentlemen,Margo Veillon,,Margo Veillon Art Collection,watercolor on paper,watercolors (paintings),drawings (visual works),"A pencil sketch that is slightly watercolor to fill in the shapes. A group of men wearing traditional tarbooshes and galabiyas is sitting, their legs beneath them under the colorful cloth. The drawing is not detailed, as the only detail is on the man on the very right dressed in a blue galabiya with","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/182/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:182/full/730,/0/default.jpg",margo_data/images/0182.jpg,"{""title"": ""Watercolor tarboosh gentlemen"", ""titlea"": ""ألوان مائية طربوش السادة"", ""titleb"": ""Aquarelle Tarbouche Messieurs"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A pencil sketch that is slightly watercolor to fill in the shapes. A group of men wearing traditional tarbooshes and galabiyas is sitting, their legs beneath them under the colorful cloth. The drawing is not detailed, as the only detail is on the man on the very right dressed in a blue galabiya with an orange tarboosh. He has a mustache that is penciled in and a dot for an eye. The other men have no faces, but from their intimate arrangement, they seem to be talking. The men are dressed in pink, blue, grey, and orange accents surrounding them."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""watercolor on paper"", ""artwor"": ""29.5 cm x 33.6 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""watercolors (paintings)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Watercolor tarboosh gentlemen"", ""og:description"": ""A pencil sketch that is slightly watercolor to fill in the shapes. A group of men wearing traditional tarbooshes and galabiyas is sitting, their legs beneath them under the colorful cloth. The drawing is not detailed, as the only detail is on the man on the very right dressed in a blue galabiya with an orange tarboosh. He has a mustache that is penciled in and a dot for an eye. The other men have no faces, but from their intimate arrangement, they seem to be talking. The men are dressed in pink, blue, grey, and orange accents surrounding them."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:182/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/182/"", ""og:type"": ""website""}"
183,Orange flower,Margo Veillon,,Margo Veillon Art Collection,watercolors on paper,watercolors (paintings),paintings (visual works),"A watercolour drawing of an orange and red flower that seems to be a hibiscus flower. It is only the head of the flower, no stem or leaves, and its side profile. The stemen and other middle parts of the flower are sticking out until the top right corner of the drawing and are orange and yellow. the ","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/183/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:183/full/730,/0/default.jpg",margo_data/images/0183.jpg,"{""title"": ""Orange flower"", ""titlea"": ""زهرة البرتقال"", ""titleb"": ""Fleur d'oranger"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A watercolour drawing of an orange and red flower that seems to be a hibiscus flower. It is only the head of the flower, no stem or leaves, and its side profile. The stemen and other middle parts of the flower are sticking out until the top right corner of the drawing and are orange and yellow. the petals are orange, and the body of the flower is a dark pink or red color. The drawing is bordered with dark green shapes from all sides."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""watercolors on paper"", ""artwor"": ""41.7 cm x 29.7 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""watercolors (paintings)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Orange flower"", ""og:description"": ""A watercolour drawing of an orange and red flower that seems to be a hibiscus flower. It is only the head of the flower, no stem or leaves, and its side profile. The stemen and other middle parts of the flower are sticking out until the top right corner of the drawing and are orange and yellow. the petals are orange, and the body of the flower is a dark pink or red color. The drawing is bordered with dark green shapes from all sides."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:183/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/183/"", ""og:type"": ""website""}"
184,Green and blue,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),paintings (visual works),"A dynamic oil pastel drawing of yellow green and blue leaf like structures. The image seems to be moving from how curvy the lines are. The center of the image is mostly yellow, while the rest is a combination of blues and greens. The bottom border is a line of red colors. The middle almost resembles","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/184/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:184/full/730,/0/default.jpg",margo_data/images/0184.jpg,"{""title"": ""Green and blue"", ""titlea"": ""الأخضر والأزرق"", ""titleb"": ""Vert et bleu"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A dynamic oil pastel drawing of yellow green and blue leaf like structures. The image seems to be moving from how curvy the lines are. The center of the image is mostly yellow, while the rest is a combination of blues and greens. The bottom border is a line of red colors. The middle almost resembles a starfish like design."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""32.3 cm x 48.3 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Green and blue"", ""og:description"": ""A dynamic oil pastel drawing of yellow green and blue leaf like structures. The image seems to be moving from how curvy the lines are. The center of the image is mostly yellow, while the rest is a combination of blues and greens. The bottom border is a line of red colors. The middle almost resembles a starfish like design."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:184/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/184/"", ""og:type"": ""website""}"
185,Doors,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),paintings (visual works),"A cubic pastel sketch of the outside of houses. The drawing is very abstract. The colors are dull, but there is a cheerful yellow that is very prominent. There is a house on the left side of the drawing with a blue door with no details. Two brown lines curve above the house and have green and yellow","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/185/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:185/full/730,/0/default.jpg",margo_data/images/0185.jpg,"{""title"": ""Doors"", ""titlea"": ""الابواب"", ""titleb"": ""Des portes"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A cubic pastel sketch of the outside of houses. The drawing is very abstract. The colors are dull, but there is a cheerful yellow that is very prominent. There is a house on the left side of the drawing with a blue door with no details. Two brown lines curve above the house and have green and yellow ovals around them, which could be resembling trees."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""30 cm x 41.8 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Cubist"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Doors"", ""og:description"": ""A cubic pastel sketch of the outside of houses. The drawing is very abstract. The colors are dull, but there is a cheerful yellow that is very prominent. There is a house on the left side of the drawing with a blue door with no details. Two brown lines curve above the house and have green and yellow ovals around them, which could be resembling trees."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:185/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/185/"", ""og:type"": ""website""}"
186,Lion,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),paintings (visual works),"An oil pastel drawing of a lion with a very small snout. It is made of curved geometric shapes with different colors. No two colors touch each other in the drawing. There are blues, greens, yellows, and some black. The lion is almost camouflaged in the sea of colors. It is just his face visible. The","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/186/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:186/full/730,/0/default.jpg",margo_data/images/0186.jpg,"{""title"": ""Lion"", ""titlea"": ""الاسد"", ""titleb"": ""Le lion"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""An oil pastel drawing of a lion with a very small snout. It is made of curved geometric shapes with different colors. No two colors touch each other in the drawing. There are blues, greens, yellows, and some black. The lion is almost camouflaged in the sea of colors. It is just his face visible. The background is a red and navy blue scribble pattern."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""37.7 cm x 26.7 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Lion"", ""og:description"": ""An oil pastel drawing of a lion with a very small snout. It is made of curved geometric shapes with different colors. No two colors touch each other in the drawing. There are blues, greens, yellows, and some black. The lion is almost camouflaged in the sea of colors. It is just his face visible. The background is a red and navy blue scribble pattern."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:186/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/186/"", ""og:type"": ""website""}"
187,Pink and blue,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),paintings (visual works),"Pastel sketch of shapes that look like sailboat sails. All of them are color combinations of blue, red, yellow, and orange. Near the bottom border of the image hill-like shapes are drawn in mostly black and purple pastels. A black figure that is unidentifiable is visible on the right side of the dra","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/187/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:187/full/730,/0/default.jpg",margo_data/images/0187.jpg,"{""title"": ""Pink and blue"", ""titlea"": ""الوردي والأزرق"", ""titleb"": ""Rose et bleu"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Pastel sketch of shapes that look like sailboat sails. All of them are color combinations of blue, red, yellow, and orange. Near the bottom border of the image hill-like shapes are drawn in mostly black and purple pastels. A black figure that is unidentifiable is visible on the right side of the drawing."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""25.3 cm x 34.5 cm"", ""medium"": ""paintings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Pink and blue"", ""og:description"": ""Pastel sketch of shapes that look like sailboat sails. All of them are color combinations of blue, red, yellow, and orange. Near the bottom border of the image hill-like shapes are drawn in mostly black and purple pastels. A black figure that is unidentifiable is visible on the right side of the drawing."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:187/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/187/"", ""og:type"": ""website""}"
188,Old man,Margo Veillon,,Margo Veillon Art Collection,linocut print on paper,linocuts (prints),prints (visual works),"A linocut of an old hunched over man. He is wrinkled and has a big nose. His forehead has a bow shaped wrinkled and his eyebrows bend in the center making him look angry. His chin and nose curve into one another. He has a big ear, and the image is that of his side profile. He is wearing a turban and","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/188/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:188/full/730,/0/default.jpg",margo_data/images/0188.jpg,"{""title"": ""Old man"", ""titlea"": ""رجل مسن"", ""titleb"": ""Vieil homme"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A linocut of an old hunched over man. He is wrinkled and has a big nose. His forehead has a bow shaped wrinkled and his eyebrows bend in the center making him look angry. His chin and nose curve into one another. He has a big ear, and the image is that of his side profile. He is wearing a turban and has a strange smirk on his face ."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""linocut print on paper"", ""artwor"": ""24.4 cm x 17.8 cm"", ""medium"": ""prints (visual works)"", ""type"": ""linocuts (prints)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Old man"", ""og:description"": ""A linocut of an old hunched over man. He is wrinkled and has a big nose. His forehead has a bow shaped wrinkled and his eyebrows bend in the center making him look angry. His chin and nose curve into one another. He has a big ear, and the image is that of his side profile. He is wearing a turban and has a strange smirk on his face ."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:188/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/188/"", ""og:type"": ""website""}"
189,Cairo restaurant,Margo Veillon,,Margo Veillon Art Collection,linocut print on paper,linocuts (prints),prints (visual works),"A linocut of a classic Caireen restaurant with interesting characters. A veiled woman breastfeeds her baby on the ground in front of the store. She is wearing a veil that covers her face, and a geometric patterned dress. An older bearded man looks down to her while he holds the ankles of a child tha","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/189/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:189/full/730,/0/default.jpg",margo_data/images/0189.jpg,"{""title"": ""Cairo restaurant"", ""titlea"": ""مطعم القاهرة"", ""titleb"": ""Restaurant Le Caire"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A linocut of a classic Caireen restaurant with interesting characters. A veiled woman breastfeeds her baby on the ground in front of the store. She is wearing a veil that covers her face, and a geometric patterned dress. An older bearded man looks down to her while he holds the ankles of a child that is sitting on his shoulders. Behind this family, a man is washing dishes and wearing an apron. In the background the coffee shop has several tables and seems full but not crowded. The shop has 1 huge door that opens the entire wall. A man sits sipping coffee or tea on the right side of the linocut, one leg crossed over the other as he looks upon two chickens pecking in the dirt between him and the breastfeeding woman on the ground."", ""descra"": ""Veillon, orig. linoprint, Kriche - cairo 3/20"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""linocut print on paper"", ""artwor"": ""23.7 cm x 37.5 cm"", ""medium"": ""prints (visual works)"", ""type"": ""linocuts (prints)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Cairo restaurant"", ""og:description"": ""A linocut of a classic Caireen restaurant with interesting characters. A veiled woman breastfeeds her baby on the ground in front of the store. She is wearing a veil that covers her face, and a geometric patterned dress. An older bearded man looks down to her while he holds the ankles of a child that is sitting on his shoulders. Behind this family, a man is washing dishes and wearing an apron. In the background the coffee shop has several tables and seems full but not crowded. The shop has 1 huge door that opens the entire wall. A man sits sipping coffee or tea on the right side of the linocut, one leg crossed over the other as he looks upon two chickens pecking in the dirt between him and the breastfeeding woman on the ground."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:189/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/189/"", ""og:type"": ""website""}"
190,Grocer,Margo Veillon,,Margo Veillon Art Collection,linocut print on paper,linocuts (prints),prints (visual works),"A linocut of a grocery store. The walls have shelves filled with boxes and all the way up to the ceiling. Three scales hang down from the ceiling in order to weigh orders. Two men are standing behind the counter. One is further back than the other, down a hallway behind the counter. A man and woman ","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/190/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:190/full/730,/0/default.jpg",margo_data/images/0190.jpg,"{""title"": ""Grocer"", ""titlea"": ""البقال"", ""titleb"": ""Épicier"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A linocut of a grocery store. The walls have shelves filled with boxes and all the way up to the ceiling. Three scales hang down from the ceiling in order to weigh orders. Two men are standing behind the counter. One is further back than the other, down a hallway behind the counter. A man and woman sit back to back in front of the counter, both with their families it seems. The man is old in age and has his hand raised to reach for something upon the countertop. A veiled woman is facing towards the counter so her face is not visible. She is holding the hand f her young boy who is holding what seems to be a toy horse and looking away into the distance. The other family are two veiled woman and a young boy with a bored look on his face, also facing away."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""linocut print on paper"", ""artwor"": ""27.8 cm x 31.6 cm"", ""medium"": ""prints (visual works)"", ""type"": ""linocuts (prints)"", ""format"": ""Realism (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Grocer"", ""og:description"": ""A linocut of a grocery store. The walls have shelves filled with boxes and all the way up to the ceiling. Three scales hang down from the ceiling in order to weigh orders. Two men are standing behind the counter. One is further back than the other, down a hallway behind the counter. A man and woman sit back to back in front of the counter, both with their families it seems. The man is old in age and has his hand raised to reach for something upon the countertop. A veiled woman is facing towards the counter so her face is not visible. She is holding the hand f her young boy who is holding what seems to be a toy horse and looking away into the distance. The other family are two veiled woman and a young boy with a bored look on his face, also facing away."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:190/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/190/"", ""og:type"": ""website""}"
191,Copper pot makers,Margo Veillon,,Margo Veillon Art Collection,linocut print on paper,linocuts (prints),prints (visual works),"Colored linocut of 8 copper pot makers. All of them are men. One man is smoking a shisha watching the others work. Two of the men are facing each other warping a piece of golden colored copper. Two men in the back are using hammers to shape the copper pots, and two men are discussing a aspect of the","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/191/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:191/full/730,/0/default.jpg",margo_data/images/0191.jpg,"{""title"": ""Copper pot makers"", ""titlea"": ""صناع الاوعيه النحاسيه"", ""titleb"": ""Fabricants de pots en cuivre"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Colored linocut of 8 copper pot makers. All of them are men. One man is smoking a shisha watching the others work. Two of the men are facing each other warping a piece of golden colored copper. Two men in the back are using hammers to shape the copper pots, and two men are discussing a aspect of the copper. In the foreground, a man is polishing a finished copper pot. This is the only man not wearing traditional blue rural wear, as he is wearing a copper colored tunic. he is contently polishing the pots."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""linocut print on paper"", ""artwor"": ""28.5 cm x 38 cm"", ""medium"": ""prints (visual works)"", ""type"": ""linocuts (prints)"", ""format"": ""Realism (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Copper pot makers"", ""og:description"": ""Colored linocut of 8 copper pot makers. All of them are men. One man is smoking a shisha watching the others work. Two of the men are facing each other warping a piece of golden colored copper. Two men in the back are using hammers to shape the copper pots, and two men are discussing a aspect of the copper. In the foreground, a man is polishing a finished copper pot. This is the only man not wearing traditional blue rural wear, as he is wearing a copper colored tunic. he is contently polishing the pots."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:191/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/191/"", ""og:type"": ""website""}"
